,proportion,type,ROI,net,layer,sum
51,0.022688527934886505,semantic,IT,dcrandom,ReLu7,0.01586084587499233
52,0.916714026006389,perceptual,IT,dcrandom,ReLu7,0.09077365112655666
53,0.01639239045614733,semantic,IT,dcrandom,ReLu7,0.0016231857375183705
54,0.5009875009321195,perceptual,IT,dcrandom,ReLu7,0.27274425899402427
55,0.04070516547515144,semantic,IT,dcrandom,ReLu7,0.022160433492039514
56,0.4897064241450875,perceptual,IT,dcrandom,ReLu7,0.3632730560560708
57,0.007206084941335165,semantic,IT,dcrandom,ReLu7,0.005345603753123068
58,0.30826448562723996,perceptual,IT,dcrandom,ReLu7,0.3924875878155492
59,0.013255299725071874,semantic,IT,dcrandom,ReLu7,0.016876873131459576
60,1.3516258128051213,perceptual,IT,dctrained,ReLu2,0.0154964094657304
61,0.5798038074385867,semantic,IT,dctrained,ReLu2,0.006647459026556257
62,1.5175027949447597,perceptual,IT,dctrained,ReLu2,-0.03347349821000803
63,-0.1257291768714905,semantic,IT,dctrained,ReLu2,0.0027733691107348648
64,0.901262503772165,perceptual,IT,dctrained,ReLu2,0.04204595304403004
65,0.21762555987223997,semantic,IT,dctrained,ReLu2,0.010152729125278351
66,0.1394509408270287,perceptual,IT,dctrained,ReLu2,0.026434148153092155
67,0.08156563869257251,semantic,IT,dctrained,ReLu2,0.015461481755619278
68,-0.07328712986287311,perceptual,IT,dctrained,ReLu2,-0.0061460523655554765
69,0.020176417345569474,semantic,IT,dctrained,ReLu2,0.0016920476731343832
70,-0.8770952289562188,perceptual,IT,dctrained,ReLu2,0.03523434805492267
71,-0.2388869599244799,semantic,IT,dctrained,ReLu2,0.009596479394578526
72,12.037216333252491,perceptual,IT,dctrained,ReLu2,0.06757769955966522
