,proportion,feature,ROI,net,layer,indirect,total,bootstrap_iter
61,0.05934967080411962,radiansoffhorizontal,IT,dcrandom,ReLu2,0.261927780283859,4.41329794647619,6
62,0.18121455707515155,silhouette,IT,dcrandom,ReLu2,0.7997538326113587,4.41329794647619,6
63,-1.2224192681048344e-05,semantic_category,IT,dcrandom,ReLu2,-3.885137305609549e-05,3.1782363113703473,7
64,0.07266013573923831,semantic_animacy,IT,dcrandom,ReLu2,0.23093108179554553,3.1782363113703473,7
65,0.02243747664620705,size,IT,dcrandom,ReLu2,0.0713116030124994,3.1782363113703473,7
66,0.007326518220463768,contrast,IT,dcrandom,ReLu2,0.023285406244194406,3.1782363113703473,7
67,-0.02344714883175485,hue,IT,dcrandom,ReLu2,-0.07452057981518809,3.1782363113703473,7
68,0.0240863298146715,lurid,IT,dcrandom,ReLu2,0.07655204802463117,3.1782363113703473,7
69,0.0419874696282342,thinness,IT,dcrandom,ReLu2,0.13344610059501355,3.1782363113703473,7
70,0.043054900687684396,radiansoffhorizontal,IT,dcrandom,ReLu2,0.1368386487480427,3.1782363113703473,7
71,0.09177457963941522,silhouette,IT,dcrandom,ReLu2,0.29168130147073923,3.1782363113703473,7
72,-1.0322977629590638e-05,semantic_category,IT,dcrandom,ReLu2,-3.4638169244366313e-05,3.3554436023455674,8
73,0.06143192293870734,semantic_animacy,IT,dcrandom,ReLu2,0.20613135280447145,3.3554436023455674,8
74,0.029474257056166353,size,IT,dcrandom,ReLu2,0.09889920727300208,3.3554436023455674,8
75,0.007818151187632301,contrast,IT,dcrandom,ReLu2,0.026233365384711205,3.3554436023455674,8
76,-0.02155455124914412,hue,IT,dcrandom,ReLu2,-0.0723250810903703,3.3554436023455674,8
77,0.01927870774997491,lurid,IT,dcrandom,ReLu2,0.06468861658114322,3.3554436023455674,8
78,0.06848028130760524,thinness,IT,dcrandom,ReLu2,0.22978172180042875,3.3554436023455674,8
79,0.05657038410823077,radiansoffhorizontal,IT,dcrandom,ReLu2,0.1898187334381943,3.3554436023455674,8
80,0.13340842343738418,silhouette,IT,dcrandom,ReLu2,0.44764444092197925,3.3554436023455674,8
81,-1.1698494830708591e-05,semantic_category,IT,dcrandom,ReLu2,-3.630189368761719e-05,3.10312516378813,9
82,0.061215625403299175,semantic_animacy,IT,dcrandom,ReLu2,0.18995974760600556,3.10312516378813,9
83,0.01157051639023299,size,IT,dcrandom,ReLu2,0.03590476056855499,3.10312516378813,9
84,0.001167536921814143,contrast,IT,dcrandom,ReLu2,0.003623013201733202,3.10312516378813,9
85,-0.001307286807399086,hue,IT,dcrandom,ReLu2,-0.00405667458832835,3.10312516378813,9
86,0.03897714019991558,lurid,IT,dcrandom,ReLu2,0.12095094456685593,3.10312516378813,9
87,0.12055011769039477,thinness,IT,dcrandom,ReLu2,0.37408210370268463,3.10312516378813,9
88,0.046261911547585244,radiansoffhorizontal,IT,dcrandom,ReLu2,0.14355650184825244,3.10312516378813,9
89,0.16395698143134085,silhouette,IT,dcrandom,ReLu2,0.508779034858337,3.10312516378813,9
90,-1.4243261865669481e-05,semantic_category,IT,dcrandom,ReLu2,-4.1837015162692045e-05,2.937319804779533,10
91,0.07518674180993436,semantic_animacy,IT,dcrandom,ReLu2,0.22084750577516554,2.937319804779533,10
92,0.04337416215001625,size,IT,dcrandom,ReLu2,0.12740378549896153,2.937319804779533,10
93,0.0019075556154856971,contrast,IT,dcrandom,ReLu2,0.005603100888084549,2.937319804779533,10
94,-0.012392265063076845,hue,IT,dcrandom,ReLu2,-0.0364000455958531,2.937319804779533,10
95,0.026696203325107106,lurid,IT,dcrandom,ReLu2,0.07841528673925832,2.937319804779533,10
96,0.09226699995435249,thinness,IT,dcrandom,ReLu2,0.2710176862935118,2.937319804779533,10
97,0.06590205677000513,radiansoffhorizontal,IT,dcrandom,ReLu2,0.19357541652624116,2.937319804779533,10
98,0.19866949085926386,silhouette,IT,dcrandom,ReLu2,0.5835558301063821,2.937319804779533,10
99,-1.3123964429575756e-05,semantic_category,IT,dcrandom,ReLu2,-4.6229339579727965e-05,3.522513324978767,11
100,0.07141624424205002,semantic_animacy,IT,dcrandom,ReLu2,0.2515646719625593,3.522513324978767,11
101,0.03496071388904525,size,IT,dcrandom,ReLu2,0.12314958052493216,3.522513324978767,11
102,0.002823575931533593,contrast,IT,dcrandom,ReLu2,0.009946083842916415,3.522513324978767,11
103,-0.01127111359965651,hue,IT,dcrandom,ReLu2,-0.03970264784213945,3.522513324978767,11
104,0.01938267781591289,lurid,IT,dcrandom,ReLu2,0.0682757408803235,3.522513324978767,11
105,0.12733594724238304,thinness,IT,dcrandom,ReLu2,0.4485425709100875,3.522513324978767,11
106,0.054470489533667565,radiansoffhorizontal,IT,dcrandom,ReLu2,0.19187302520046046,3.522513324978767,11
107,0.16068616710404132,silhouette,IT,dcrandom,ReLu2,0.5660191647637504,3.522513324978767,11
108,-1.1966002499030468e-05,semantic_category,IT,dcrandom,ReLu2,-3.752129796917019e-05,3.1356585436289444,12
109,0.06623032703837409,semantic_animacy,IT,dcrandom,ReLu2,0.2076756908252168,3.1356585436289444,12
110,0.007376393814439548,size,IT,dcrandom,ReLu2,0.023129852285419066,3.1356585436289444,12
111,0.0034090024816415625,contrast,IT,dcrandom,ReLu2,0.010689467756811639,3.1356585436289444,12
112,-0.005865690859277585,hue,IT,dcrandom,ReLu2,-0.018392803657179962,3.1356585436289444,12
113,0.030297467523828,lurid,IT,dcrandom,ReLu2,0.09500251289141175,3.1356585436289444,12
114,0.05070231672052991,thinness,IT,dcrandom,ReLu2,0.1589851526065103,3.1356585436289444,12
115,0.05153554676569046,radiansoffhorizontal,IT,dcrandom,ReLu2,0.1615978775164263,3.1356585436289444,12
116,0.11840722764566788,silhouette,IT,dcrandom,ReLu2,0.37128463499455583,3.1356585436289444,12
117,-1.0874967708821251e-05,semantic_category,IT,dcrandom,ReLu2,-4.0294753360404486e-05,3.705275678907931,13
118,0.05945523705645132,semantic_animacy,IT,dcrandom,ReLu2,0.22029804384897464,3.705275678907931,13
119,0.030288227807293615,size,IT,dcrandom,ReLu2,0.11222623385158792,3.705275678907931,13
120,0.00015126400422185946,contrast,IT,dcrandom,ReLu2,0.0005604748359374825,3.705275678907931,13
121,-0.00871064265787131,hue,IT,dcrandom,ReLu2,-0.032275332387868505,3.705275678907931,13
122,0.014350990415375747,lurid,IT,dcrandom,ReLu2,0.053174375754332585,3.705275678907931,13
123,0.12365275444140089,thinness,IT,dcrandom,ReLu2,0.4581675436616974,3.705275678907931,13
124,0.04861723844797604,radiansoffhorizontal,IT,dcrandom,ReLu2,0.1801402711969532,3.705275678907931,13
125,0.18305558831137383,silhouette,IT,dcrandom,ReLu2,0.6782714192583165,3.705275678907931,13
126,-1.1632261227293884e-05,semantic_category,IT,dcrandom,ReLu2,-4.576861332733811e-05,3.934627363761987,14
127,0.066047595171955,semantic_animacy,IT,dcrandom,ReLu2,0.2598726752742483,3.934627363761987,14
128,0.03320373914386053,size,IT,dcrandom,ReLu2,0.13064434061464866,3.934627363761987,14
129,0.00770438350486912,contrast,IT,dcrandom,ReLu2,0.030313878159174523,3.934627363761987,14
130,-0.011646552023811261,hue,IT,dcrandom,ReLu2,-0.04582484228636534,3.934627363761987,14
131,0.00794864294958017,lurid,IT,dcrandom,ReLu2,0.03127494805419193,3.934627363761987,14
132,0.08541070929526975,thinness,IT,dcrandom,ReLu2,0.3360593139514887,3.934627363761987,14
133,0.06087325706745959,radiansoffhorizontal,IT,dcrandom,ReLu2,0.23951358297894426,3.934627363761987,14
134,0.16112586976419357,silhouette,IT,dcrandom,ReLu2,0.6339702561841463,3.934627363761987,14
135,-1.2058833772513307e-05,semantic_category,IT,dcrandom,ReLu2,-4.046550262249952e-05,3.355672976829308,15
136,0.06689572964752083,semantic_animacy,IT,dcrandom,ReLu2,0.2244801922434648,3.355672976829308,15
137,-0.0021011897295398897,size,IT,dcrandom,ReLu2,-0.007050905594608289,3.355672976829308,15
138,0.004373814651847446,contrast,IT,dcrandom,ReLu2,0.014677091632864563,3.355672976829308,15
139,-0.012302444036152368,hue,IT,dcrandom,ReLu2,-0.04128297900107138,3.355672976829308,15
140,0.04086833362428538,lurid,IT,dcrandom,ReLu2,0.13714076275105902,3.355672976829308,15
141,0.02147523920221096,thinness,IT,dcrandom,ReLu2,0.07206387986180471,3.355672976829308,15
142,0.049024248304595314,radiansoffhorizontal,IT,dcrandom,ReLu2,0.1645093452451005,3.355672976829308,15
143,0.15181522611359075,silhouette,IT,dcrandom,ReLu2,0.5094422517406075,3.355672976829308,15
144,-1.5171997629347575e-05,semantic_category,IT,dcrandom,ReLu2,-4.2278041711752356e-05,2.7865837277731234,16
145,0.08287506274295159,semantic_animacy,IT,dcrandom,ReLu2,0.23093830127768553,2.7865837277731234,16
146,0.0054735934251757224,size,IT,dcrandom,ReLu2,0.015252626371040624,2.7865837277731234,16
147,0.006247164141965719,contrast,IT,dcrandom,ReLu2,0.017408245942729418,2.7865837277731234,16
148,-0.01750514690330703,hue,IT,dcrandom,ReLu2,-0.04877955751303344,2.7865837277731234,16
149,0.04515376684997069,lurid,IT,dcrandom,ReLu2,0.1258247519517898,2.7865837277731234,16
150,0.07149784241902252,thinness,IT,dcrandom,ReLu2,0.19923472425573513,2.7865837277731234,16
151,0.06692507696900346,radiansoffhorizontal,IT,dcrandom,ReLu2,0.18649233046178887,2.7865837277731234,16
152,0.15054748937135387,silhouette,IT,dcrandom,ReLu2,0.41951318413931193,2.7865837277731234,16
153,-1.5034269458674448e-05,semantic_category,IT,dcrandom,ReLu2,-4.8032829985456445e-05,3.194889523397663,17
154,0.08159328286540724,semantic_animacy,IT,dcrandom,ReLu2,0.2606815246063116,3.194889523397663,17
155,0.03574608846657611,size,IT,dcrandom,ReLu2,0.11420480354431006,3.194889523397663,17
156,0.0006945776480933163,contrast,IT,dcrandom,ReLu2,0.0022190988510795246,3.194889523397663,17
157,-0.010553082806427652,hue,IT,dcrandom,ReLu2,-0.033715933697803714,3.194889523397663,17
158,0.02308169217465685,lurid,IT,dcrandom,ReLu2,0.07374345651110098,3.194889523397663,17
159,0.08760640429178926,thinness,IT,dcrandom,ReLu2,0.27989278325437755,3.194889523397663,17
160,0.06354209782696701,radiansoffhorizontal,IT,dcrandom,ReLu2,0.20300998264208633,3.194889523397663,17
161,0.1776532557577066,silhouette,IT,dcrandom,ReLu2,0.5675825256177823,3.194889523397663,17
162,-1.3711494119462499e-05,semantic_category,IT,dcrandom,ReLu2,-3.2008351544650706e-05,2.3344174796543222,18
163,0.07477097064127812,semantic_animacy,IT,dcrandom,ReLu2,0.1745466608357198,2.3344174796543222,18
164,0.028504175851767625,size,IT,dcrandom,ReLu2,0.06654064635150697,2.3344174796543222,18
165,-0.004860665635895481,contrast,IT,dcrandom,ReLu2,-0.011346822823189502,2.3344174796543222,18
166,-0.011795853851269933,hue,IT,dcrandom,ReLu2,-0.02753644741785229,2.3344174796543222,18
167,0.018973162181530317,lurid,IT,dcrandom,ReLu2,0.0442912814408807,2.3344174796543222,18
168,0.1521760277001035,thinness,IT,dcrandom,ReLu2,0.3552423790474819,2.3344174796543222,18
169,0.06870103693989857,radiansoffhorizontal,IT,dcrandom,ReLu2,0.1603769015028765,2.3344174796543222,18
170,0.17710985060294315,silhouette,IT,dcrandom,ReLu2,0.4134483310664761,2.3344174796543222,18
171,-1.6595047392179705e-05,semantic_category,IT,dcrandom,ReLu2,-4.990036428314605e-05,3.0069431622509994,19
172,0.08619311023418749,semantic_animacy,IT,dcrandom,ReLu2,0.25917778345183673,3.0069431622509994,19
173,0.05243009066057005,size,IT,dcrandom,ReLu2,0.1576543026080011,3.0069431622509994,19
174,0.0016679034691850314,contrast,IT,dcrandom,ReLu2,0.0050152909319606505,3.0069431622509994,19
175,-0.012526487914339045,hue,IT,dcrandom,ReLu2,-0.037666437181041575,3.0069431622509994,19
176,0.03164741211026296,lurid,IT,dcrandom,ReLu2,0.09516196944789468,3.0069431622509994,19
177,0.0706467771639346,thinness,IT,dcrandom,ReLu2,0.2124308435281632,3.0069431622509994,19
178,0.08101083882996668,radiansoffhorizontal,IT,dcrandom,ReLu2,0.2435949878879861,3.0069431622509994,19
179,0.18011988299674783,silhouette,IT,dcrandom,ReLu2,0.541610250562521,3.0069431622509994,19
180,-1.3212627102329996e-05,semantic_category,IT,dcrandom,ReLu2,-4.414673114016819e-05,3.3412530905669082,20
181,0.07548904009976555,semantic_animacy,IT,dcrandom,ReLu2,0.2522279885372709,3.3412530905669082,20
182,0.04125539967804715,size,IT,dcrandom,ReLu2,0.13784473167684808,3.3412530905669082,20
183,0.004698571956463165,contrast,IT,dcrandom,ReLu2,0.015699118070783554,3.3412530905669082,20
184,-0.023535731501075182,hue,IT,dcrandom,ReLu2,-0.07863883561672039,3.3412530905669082,20
185,0.008236393680212957,lurid,IT,dcrandom,ReLu2,0.027519875839137294,3.3412530905669082,20
186,0.09933076917341431,thinness,IT,dcrandom,ReLu2,0.33188923948905874,3.3412530905669082,20
187,0.04722729933359679,radiansoffhorizontal,IT,dcrandom,ReLu2,0.15779835985750876,3.3412530905669082,20
188,0.12845289352594944,silhouette,IT,dcrandom,ReLu2,0.42919362748584056,3.3412530905669082,20
189,-1.223061185739335e-05,semantic_category,IT,dcrandom,ReLu2,-3.985475911642111e-05,3.2586071392927973,21
190,0.06612529819068498,semantic_animacy,IT,dcrandom,ReLu2,0.2154763687720312,3.2586071392927973,21
191,0.028272915087520577,size,IT,dcrandom,ReLu2,0.09213032295281359,3.2586071392927973,21
192,0.002439493421036708,contrast,IT,dcrandom,ReLu2,0.007949350678048027,3.2586071392927973,21
193,-0.01004549233827371,hue,IT,dcrandom,ReLu2,-0.03273431305120981,3.2586071392927973,21
194,0.019043671655798733,lurid,IT,dcrandom,ReLu2,0.062055844415933634,3.2586071392927973,21
195,0.07216362116412113,thinness,IT,dcrandom,ReLu2,0.23515289112262594,3.2586071392927973,21
196,0.05669409358244094,radiansoffhorizontal,IT,dcrandom,ReLu2,0.184743778103476,3.2586071392927973,21
197,0.1659378084974668,silhouette,IT,dcrandom,ReLu2,0.5407261274484464,3.2586071392927973,21
198,-1.2640869029056728e-05,semantic_category,IT,dcrandom,ReLu2,-4.496974670625016e-05,3.5574885399794254,22
199,0.06669511444565568,semantic_animacy,IT,dcrandom,ReLu2,0.2372671053130363,3.5574885399794254,22
200,0.04199936525569251,size,IT,dcrandom,ReLu2,0.14941226058353616,3.5574885399794254,22
201,0.0031866136591780997,contrast,IT,dcrandom,ReLu2,0.011336341573867993,3.5574885399794254,22
202,-0.007886631283785951,hue,IT,dcrandom,ReLu2,-0.028056600411111746,3.5574885399794254,22
203,0.02184254992310845,lurid,IT,dcrandom,ReLu2,0.07770462103538679,3.5574885399794254,22
204,0.12620232084420654,thinness,IT,dcrandom,ReLu2,0.4489633101220713,3.5574885399794254,22
205,0.06471561987716777,radiansoffhorizontal,IT,dcrandom,ReLu2,0.23022507607068904,3.5574885399794254,22
206,0.17351162332579095,silhouette,IT,dcrandom,ReLu2,0.617265611534728,3.5574885399794254,22
207,-1.4695198459895182e-05,semantic_category,IT,dcrandom,ReLu2,-5.177097051383688e-05,3.5229854605315856,23
208,0.08033291717154516,semantic_animacy,IT,dcrandom,ReLu2,0.28301169919744174,3.5229854605315856,23
209,0.03003993046812371,size,IT,dcrandom,ReLu2,0.10583023827457962,3.5229854605315856,23
210,0.0034032116908609476,contrast,IT,dcrandom,ReLu2,0.01198946530601423,3.5229854605315856,23
211,-0.014344630802480437,hue,IT,dcrandom,ReLu2,-0.05053592575383211,3.5229854605315856,23
212,0.007693122011199832,lurid,IT,dcrandom,ReLu2,0.02710275699155252,3.5229854605315856,23
213,0.12801900041027622,thinness,IT,dcrandom,ReLu2,0.4510090771171902,3.5229854605315856,23
214,0.05017287917872243,radiansoffhorizontal,IT,dcrandom,ReLu2,0.17675832385964704,3.5229854605315856,23
215,0.14566661128054742,silhouette,IT,dcrandom,ReLu2,0.5131813536262748,3.5229854605315856,23
216,-1.39105549062138e-05,semantic_category,IT,dcrandom,ReLu2,-4.5921697321569834e-05,3.3012124700400527,24
217,0.07910089201185747,semantic_animacy,IT,dcrandom,ReLu2,0.26112885110083545,3.3012124700400527,24
218,0.04531767897706075,size,IT,dcrandom,ReLu2,0.1496032869523449,3.3012124700400527,24
219,0.007376567562342349,contrast,IT,dcrandom,ReLu2,0.024351616822897514,3.3012124700400527,24
220,-0.02404951611343455,hue,IT,dcrandom,ReLu2,-0.07939256249209932,3.3012124700400527,24
221,0.03216954698621426,lurid,IT,dcrandom,ReLu2,0.10619850966642992,3.3012124700400527,24
222,0.0007867264771535469,thinness,IT,dcrandom,ReLu2,0.0025971512568899696,3.3012124700400527,24
223,0.06665198378350488,radiansoffhorizontal,IT,dcrandom,ReLu2,0.2200323600190137,3.3012124700400527,24
224,0.1678027818444541,silhouette,IT,dcrandom,ReLu2,0.5539526359323225,3.3012124700400527,24
225,-1.283962469457122e-05,semantic_category,IT,dcrandom,ReLu2,-3.818940508624449e-05,2.9743396707219585,25
226,0.0720027574360959,semantic_animacy,IT,dcrandom,ReLu2,0.2141606578435505,2.9743396707219585,25
227,0.04483243585397709,size,IT,dcrandom,ReLu2,0.13334689249558154,2.9743396707219585,25
228,0.0032007249665171253,contrast,IT,dcrandom,ReLu2,0.009520043242982099,2.9743396707219585,25
229,-0.02343381543335037,hue,IT,dcrandom,ReLu2,-0.06970012687979049,2.9743396707219585,25
230,0.02971210242042612,lurid,IT,dcrandom,ReLu2,0.08837388492962733,2.9743396707219585,25
231,0.10808700602106674,thinness,IT,dcrandom,ReLu2,0.321487469898022,2.9743396707219585,25
232,0.051413882722491484,radiansoffhorizontal,IT,dcrandom,ReLu2,0.1529223510073527,2.9743396707219585,25
233,0.1473541582308926,silhouette,IT,dcrandom,ReLu2,0.4382813184719844,2.9743396707219585,25
234,-1.530246097657711e-05,semantic_category,IT,dcrandom,ReLu2,-5.889925195826673e-05,3.8490052056608115,26
235,0.07995101917382684,semantic_animacy,IT,dcrandom,ReLu2,0.30773188899794685,3.8490052056608115,26
236,0.03179155497199835,size,IT,dcrandom,ReLu2,0.1223658605832735,3.8490052056608115,26
237,-0.0005633291272048774,contrast,IT,dcrandom,ReLu2,-0.0021682567431119343,3.8490052056608115,26
238,-0.011615025449725102,hue,IT,dcrandom,ReLu2,-0.044706293419874726,3.8490052056608115,26
239,0.020468064734525917,lurid,IT,dcrandom,ReLu2,0.07878168771299272,3.8490052056608115,26
240,0.056941499462403795,thinness,IT,dcrandom,ReLu2,0.2191681278489245,3.8490052056608115,26
241,0.0705077599421347,radiansoffhorizontal,IT,dcrandom,ReLu2,0.2713847350567593,3.8490052056608115,26
242,0.1828150045046696,silhouette,IT,dcrandom,ReLu2,0.7036559040113779,3.8490052056608115,26
243,-1.3918358341615142e-05,semantic_category,IT,dcrandom,ReLu2,-5.0232056498510924e-05,3.609050382638862,27
244,0.07727680861635138,semantic_animacy,IT,dcrandom,ReLu2,0.278895895705953,3.609050382638862,27
245,0.029647770891998264,size,IT,dcrandom,ReLu2,0.10700029888215565,3.609050382638862,27
246,0.003951983323998858,contrast,IT,dcrandom,ReLu2,0.01426290692766048,3.609050382638862,27
247,-0.008691194346064697,hue,IT,dcrandom,ReLu2,-0.03136695828025351,3.609050382638862,27
248,0.020190108465243994,lurid,IT,dcrandom,ReLu2,0.07286711868200896,3.609050382638862,27
249,0.053494112495018176,thinness,IT,dcrandom,ReLu2,0.19306294716907166,3.609050382638862,27
250,0.051302160941432404,radiansoffhorizontal,IT,dcrandom,ReLu2,0.1851520835758771,3.609050382638862,27
251,0.1344404814377134,silhouette,IT,dcrandom,ReLu2,0.4852024709749323,3.609050382638862,27
252,-1.1800500747991541e-05,semantic_category,IT,dcrandom,ReLu2,-3.723259037061813e-05,3.155170375033039,28
253,0.06517233756053224,semantic_animacy,IT,dcrandom,ReLu2,0.20562982874264432,3.155170375033039,28
254,0.01537751253674427,size,IT,dcrandom,ReLu2,0.048518671997634676,3.155170375033039,28
255,0.005330989542184707,contrast,IT,dcrandom,ReLu2,0.01682018027311213,3.155170375033039,28
256,-0.013007264600391056,hue,IT,dcrandom,ReLu2,-0.04104013592736982,3.155170375033039,28
257,0.028503358177369067,lurid,IT,dcrandom,ReLu2,0.08993295131019059,3.155170375033039,28
258,0.06689140634101912,thinness,IT,dcrandom,ReLu2,0.21105378363148067,3.155170375033039,28
259,0.05835351910795361,radiansoffhorizontal,IT,dcrandom,ReLu2,0.1841152947683396,3.155170375033039,28
260,0.14997817254725573,silhouette,IT,dcrandom,ReLu2,0.4732066869226947,3.155170375033039,28
261,-1.2009564286817422e-05,semantic_category,IT,dcrandom,ReLu2,-3.3761932518824506e-05,2.8112537401447675,29
262,0.0695441044404445,semantic_animacy,IT,dcrandom,ReLu2,0.19550612371321793,2.8112537401447675,29
263,0.01451129946088701,size,IT,dcrandom,ReLu2,0.040794944883779355,2.8112537401447675,29
264,-0.0010142663185812024,contrast,IT,dcrandom,ReLu2,-0.0028513599816142694,2.8112537401447675,29
265,-0.02629420605478812,hue,IT,dcrandom,ReLu2,-0.07391968511566029,2.8112537401447675,29
266,0.0314386029843087,lurid,IT,dcrandom,ReLu2,0.08838189022456427,2.8112537401447675,29
267,0.05266945748562077,thinness,IT,dcrandom,ReLu2,0.1480672093478472,2.8112537401447675,29
