,proportion,type,ROI,net,layer,sum,bootstrap_iter
75,0.0711822439742694,semantic,IT,dcrandom,ReLu2,0.24209569084958418,37
76,0.26271195136909536,perceptual,IT,dcrandom,ReLu2,1.2214936982219615,38
77,0.05793555139414912,semantic,IT,dcrandom,ReLu2,0.26937453953719387,38
78,0.2668849949087578,perceptual,IT,dcrandom,ReLu2,0.8421925157439882,39
79,0.06401422634780986,semantic,IT,dcrandom,ReLu2,0.20200574539493513,39
80,0.2642839612073737,perceptual,IT,dcrandom,ReLu2,1.1512699582605108,40
81,0.06573218449190212,semantic,IT,dcrandom,ReLu2,0.2863415886103835,40
82,0.2657680957331131,perceptual,IT,dcrandom,ReLu2,0.8470979389024501,41
83,0.07142169259504934,semantic,IT,dcrandom,ReLu2,0.22764646908915107,41
84,0.2618833804550181,perceptual,IT,dcrandom,ReLu2,0.9049497849253426,42
85,0.06304639828170923,semantic,IT,dcrandom,ReLu2,0.21785966129740716,42
86,0.29405963775308713,perceptual,IT,dcrandom,ReLu2,1.0232915658485071,43
87,0.06346719582230664,semantic,IT,dcrandom,ReLu2,0.22085807725694978,43
88,0.2690745834843239,perceptual,IT,dcrandom,ReLu2,0.8958378576975704,44
89,0.06538000424471699,semantic,IT,dcrandom,ReLu2,0.21767155478011757,44
90,0.3511778881837842,perceptual,IT,dcrandom,ReLu2,0.8856300803292186,45
91,0.07232934590102567,semantic,IT,dcrandom,ReLu2,0.18240625784207068,45
92,0.20162293229189543,perceptual,IT,dcrandom,ReLu2,0.816631379393018,46
93,0.047827665119067005,semantic,IT,dcrandom,ReLu2,0.19371592157377332,46
94,0.11547089638093656,perceptual,IT,dcrandom,ReLu2,0.3165951680497427,47
95,0.05065209384099241,semantic,IT,dcrandom,ReLu2,0.13887662315149218,47
96,0.24284110299599238,perceptual,IT,dcrandom,ReLu2,0.7942943254919353,48
97,0.06470862959664381,semantic,IT,dcrandom,ReLu2,0.21165155595517904,48
98,0.21132411672948978,perceptual,IT,dcrandom,ReLu2,0.8288267982550014,49
99,0.0679190698288082,semantic,IT,dcrandom,ReLu2,0.26638296687513563,49
100,0.3185872034344183,perceptual,IT,dcrandom,ReLu2,0.9658149350290179,50
101,0.06788830454669338,semantic,IT,dcrandom,ReLu2,0.20580719419413854,50
102,0.35671209202474397,perceptual,IT,dcrandom,ReLu2,1.1283365432923433,51
103,0.050215363448483485,semantic,IT,dcrandom,ReLu2,0.15883910548706667,51
104,0.23145269810140906,perceptual,IT,dcrandom,ReLu2,1.0210497659458742,52
105,0.05250534126779708,semantic,IT,dcrandom,ReLu2,0.2316264483073921,52
106,0.17433432103983912,perceptual,IT,dcrandom,ReLu2,0.5715338187197857,53
107,0.06040023655647302,semantic,IT,dcrandom,ReLu2,0.19801481225725306,53
108,0.21212680737206058,perceptual,IT,dcrandom,ReLu2,0.7624241253750274,54
109,0.0592288756557154,semantic,IT,dcrandom,ReLu2,0.21287985369784432,54
110,0.31536329017610726,perceptual,IT,dcrandom,ReLu2,1.1390292929527033,55
111,0.06951890826587613,semantic,IT,dcrandom,ReLu2,0.25108842847468466,55
112,0.08526753308349506,perceptual,IT,dcrandom,ReLu2,0.22743813513605587,56
113,0.06146626751529557,semantic,IT,dcrandom,ReLu2,0.1639518906189485,56
114,0.1698735674493264,perceptual,IT,dcrandom,ReLu2,0.5491940179455004,57
115,0.07088802452178515,semantic,IT,dcrandom,ReLu2,0.22917796803762078,57
116,0.31676148723930375,perceptual,IT,dcrandom,ReLu2,0.9519573833806656,58
117,0.06299101553038532,semantic,IT,dcrandom,ReLu2,0.189305722875,58
118,0.19876256483507906,perceptual,IT,dcrandom,ReLu2,0.5938896044836552,59
119,0.07584465238449126,semantic,IT,dcrandom,ReLu2,0.22661888391408125,59
120,0.27952482317311317,perceptual,IT,dcrandom,ReLu2,0.8104605522703152,60
121,0.07253778010691557,semantic,IT,dcrandom,ReLu2,0.21031766931663426,60
122,0.2476083589561684,perceptual,IT,dcrandom,ReLu2,0.9230154790367602,61
123,0.05863646161595529,semantic,IT,dcrandom,ReLu2,0.21858051131889414,61
124,0.07680789688088537,perceptual,IT,dcrandom,ReLu2,0.2777088509202404,62
125,0.06181972389395766,semantic,IT,dcrandom,ReLu2,0.22351717966476387,62
126,0.2279328437889767,perceptual,IT,dcrandom,ReLu2,0.8434547846235916,63
127,0.0586923916615503,semantic,IT,dcrandom,ReLu2,0.2171884391253777,63
128,0.2633570352180209,perceptual,IT,dcrandom,ReLu2,0.9149381418214013,64
129,0.06675696082024034,semantic,IT,dcrandom,ReLu2,0.23192275701293028,64
130,0.3603070830517863,perceptual,IT,dcrandom,ReLu2,1.3546462955977017,65
131,0.06468316160197277,semantic,IT,dcrandom,ReLu2,0.24318923877237802,65
132,0.19288736924721944,perceptual,IT,dcrandom,ReLu2,0.7372384435195055,66
133,0.06538243981322954,semantic,IT,dcrandom,ReLu2,0.24989945349730538,66
134,0.24499725808643666,perceptual,IT,dcrandom,ReLu2,0.7637187616921416,67
135,0.0579440933726543,semantic,IT,dcrandom,ReLu2,0.1806264755106958,67
136,0.18096203297775368,perceptual,IT,dcrandom,ReLu2,0.6398208144804544,68
137,0.05095490355954791,semantic,IT,dcrandom,ReLu2,0.18015938128442022,68
138,0.31732664957818785,perceptual,IT,dcrandom,ReLu2,1.2205541194705025,69
139,0.05025162305618086,semantic,IT,dcrandom,ReLu2,0.19328608426941404,69
140,0.3127796401819247,perceptual,IT,dcrandom,ReLu2,1.1418158025660676,70
141,0.053448620877862375,semantic,IT,dcrandom,ReLu2,0.19511653606420604,70
142,0.24578267704122025,perceptual,IT,dcrandom,ReLu2,0.9366826706178297,71
143,0.06536803436608392,semantic,IT,dcrandom,ReLu2,0.2491188790851717,71
144,0.1801218820364563,perceptual,IT,dcrandom,ReLu2,0.629079758216341,72
145,0.05959562461714336,semantic,IT,dcrandom,ReLu2,0.2081390706172856,72
146,0.29124454366921687,perceptual,IT,dcrandom,ReLu2,0.9761202794619169,73
147,0.06007199640971047,semantic,IT,dcrandom,ReLu2,0.20133422307090434,73
148,0.2907722901235365,perceptual,IT,dcrandom,ReLu2,0.8910251882322957,74
149,0.07040209150434903,semantic,IT,dcrandom,ReLu2,0.21573595203297616,74
150,0.21727823566498136,perceptual,IT,dcrandom,ReLu2,0.8209225511737992,75
151,0.06792158541131105,semantic,IT,dcrandom,ReLu2,0.2566219345668643,75
152,0.2511641494768428,perceptual,IT,dcrandom,ReLu2,0.8545921969965036,76
153,0.06219449596759742,semantic,IT,dcrandom,ReLu2,0.21161830245578003,76
154,0.2266003586250125,perceptual,IT,dcrandom,ReLu2,0.7962475453330182,77
155,0.062023813611230896,semantic,IT,dcrandom,ReLu2,0.21794453300871303,77
156,0.20752805173324432,perceptual,IT,dcrandom,ReLu2,0.6729494133345546,78
157,0.051938761106709495,semantic,IT,dcrandom,ReLu2,0.16842137014330522,78
158,0.13750388004273595,perceptual,IT,dcrandom,ReLu2,0.44384708854150956,79
159,0.05981722262350506,semantic,IT,dcrandom,ReLu2,0.1930832795251337,79
160,0.3211987695809222,perceptual,IT,dcrandom,ReLu2,1.0749497008067999,80
161,0.07051835106951987,semantic,IT,dcrandom,ReLu2,0.23600239964328823,80
162,0.3443618992053794,perceptual,IT,dcrandom,ReLu2,1.2183234297746222,81
163,0.06724183295952309,semantic,IT,dcrandom,ReLu2,0.23789594825854837,81
164,0.25354737417194645,perceptual,IT,dcrandom,ReLu2,0.7451810626046831,82
165,0.06056655380518613,semantic,IT,dcrandom,ReLu2,0.1780063748254192,82
166,0.2681351616516874,perceptual,IT,dcrandom,ReLu2,1.1799547865108018,83
167,0.0553601378497341,semantic,IT,dcrandom,ReLu2,0.24361765624214052,83
168,0.3278981335128599,perceptual,IT,dcrandom,ReLu2,1.074049327256292,84
169,0.05600792712610849,semantic,IT,dcrandom,ReLu2,0.18345720912271377,84
170,0.2898986146511315,perceptual,IT,dcrandom,ReLu2,1.0067297611388817,85
171,0.06549802638630532,semantic,IT,dcrandom,ReLu2,0.22745473460887394,85
172,0.21417144767731947,perceptual,IT,dcrandom,ReLu2,0.8915731165228604,86
173,0.05803495344315428,semantic,IT,dcrandom,ReLu2,0.24159338170291333,86
174,0.25050225142821236,perceptual,IT,dcrandom,ReLu2,1.007518370040076,87
175,0.06910878345221051,semantic,IT,dcrandom,ReLu2,0.27795506212916193,87
176,0.2765550334460515,perceptual,IT,dcrandom,ReLu2,1.0253797489912295,88
177,0.06481186732537193,semantic,IT,dcrandom,ReLu2,0.24030217574292204,88
178,0.2419500064634577,perceptual,IT,dcrandom,ReLu2,0.759767776711388,89
179,0.05323046112109285,semantic,IT,dcrandom,ReLu2,0.16715349460179849,89
180,0.2007286375698494,perceptual,IT,dcrandom,ReLu2,0.7488073721287665,90
181,0.06071081863781743,semantic,IT,dcrandom,ReLu2,0.22647843932159817,90
182,0.09566517905891704,perceptual,IT,dcrandom,ReLu2,0.25721170451765646,91
183,0.06726864537384789,semantic,IT,dcrandom,ReLu2,0.18086291279029829,91
184,0.27869070907008564,perceptual,IT,dcrandom,ReLu2,1.099743842514818,92
185,0.05721195954785275,semantic,IT,dcrandom,ReLu2,0.2257646135420146,92
186,0.33691311133036905,perceptual,IT,dcrandom,ReLu2,1.0655784652322176,93
187,0.06543574262011266,semantic,IT,dcrandom,ReLu2,0.20695816175612552,93
188,0.1831460277077211,perceptual,IT,dcrandom,ReLu2,0.6371002171369481,94
189,0.07275485259771493,semantic,IT,dcrandom,ReLu2,0.2530883850876811,94
190,0.16236746226326243,perceptual,IT,dcrandom,ReLu2,0.6166076133318898,95
191,0.05018362492670984,semantic,IT,dcrandom,ReLu2,0.19057762413154772,95
192,0.18655111178194883,perceptual,IT,dcrandom,ReLu2,0.6621665314566005,96
193,0.05064745013507161,semantic,IT,dcrandom,ReLu2,0.17977403652389615,96
194,0.26001388801859954,perceptual,IT,dcrandom,ReLu2,0.7271077753494102,97
195,0.05780063038198072,semantic,IT,dcrandom,ReLu2,0.16163478070767204,97
196,0.33332641212441905,perceptual,IT,dcrandom,ReLu2,1.1074809820259455,98
197,0.06400931014965577,semantic,IT,dcrandom,ReLu2,0.21267169682576392,98
198,0.3799079430243003,perceptual,IT,dcrandom,ReLu2,1.4839988621126272,99
199,0.05549997153824034,semantic,IT,dcrandom,ReLu2,0.21679434747897255,99
200,0.3374336273655141,perceptual,IT,dcrandom,ReLu2,1.2933489737569237,100
201,0.05667271764376305,semantic,IT,dcrandom,ReLu2,0.21722079621062657,100
202,0.17122200468949308,perceptual,IT,dcrandom,ReLu2,0.530763630106482,101
203,0.06720775492067099,semantic,IT,dcrandom,ReLu2,0.20833439041723278,101
204,0.18517245640761454,perceptual,IT,dcrandom,ReLu2,0.5355671628628611,102
205,0.06584039856882329,semantic,IT,dcrandom,ReLu2,0.1904276486220153,102
206,0.3347447359948252,perceptual,IT,dcrandom,ReLu2,0.9783811193018843,103
207,0.05874206723553333,semantic,IT,dcrandom,ReLu2,0.1716894197640082,103
208,0.3362458659678399,perceptual,IT,dcrandom,ReLu2,1.1377433482174495,104
209,0.0821308273433433,semantic,IT,dcrandom,ReLu2,0.2779032010535471,104
210,0.3177052289997066,perceptual,IT,dcrandom,ReLu2,1.0763741649001353,105
211,0.06291345475038757,semantic,IT,dcrandom,ReLu2,0.21314857653159183,105
212,0.2521747620977681,perceptual,IT,dcrandom,ReLu2,0.9098204928759908,106
213,0.07387861639693424,semantic,IT,dcrandom,ReLu2,0.2665464165569242,106
214,0.29551410323587807,perceptual,IT,dcrandom,ReLu2,1.1612092075593017,107
215,0.06522886311578849,semantic,IT,dcrandom,ReLu2,0.2563138463419463,107
216,0.2603701720604519,perceptual,IT,dcrandom,ReLu2,0.8591954374407609,108
217,0.0677144181730303,semantic,IT,dcrandom,ReLu2,0.2234507842538713,108
218,0.2683971496377169,perceptual,IT,dcrandom,ReLu2,1.0380791964086038,109
219,0.06760626210222724,semantic,IT,dcrandom,ReLu2,0.2614806242540188,109
220,0.2201471995417701,perceptual,IT,dcrandom,ReLu2,0.8298358618354307,110
221,0.06046553817916991,semantic,IT,dcrandom,ReLu2,0.22792237235220547,110
222,0.2543996903439363,perceptual,IT,dcrandom,ReLu2,1.0515535706236978,111
223,0.0549209026409016,semantic,IT,dcrandom,ReLu2,0.2270139212663279,111
224,0.27488929169274684,perceptual,IT,dcrandom,ReLu2,0.9959128075245252,112
225,0.0731917980733235,semantic,IT,dcrandom,ReLu2,0.2651709299336634,112
226,0.1775272209094791,perceptual,IT,dcrandom,ReLu2,0.5392605366561233,113
227,0.05669160159018945,semantic,IT,dcrandom,ReLu2,0.1722076385852347,113
228,0.20474265945253609,perceptual,IT,dcrandom,ReLu2,0.48422388303402364,114
229,0.08820577384592032,semantic,IT,dcrandom,ReLu2,0.20860988341119943,114
230,0.2111621043458296,perceptual,IT,dcrandom,ReLu2,0.8145422789635426,115
231,0.06619746699582602,semantic,IT,dcrandom,ReLu2,0.2553518577371524,115
232,0.32079101307147284,perceptual,IT,dcrandom,ReLu2,1.2298664130987875,116
233,0.05783798390880623,semantic,IT,dcrandom,ReLu2,0.22174247691577426,116
234,0.28992047995086984,perceptual,IT,dcrandom,ReLu2,0.9308237237624961,117
235,0.0592882748628174,semantic,IT,dcrandom,ReLu2,0.19035196407171412,117
236,0.25882375784311346,perceptual,IT,dcrandom,ReLu2,0.8291640941745637,118
237,0.0722279208039021,semantic,IT,dcrandom,ReLu2,0.23138833554754784,118
238,0.19331532361669151,perceptual,IT,dcrandom,ReLu2,0.7425442939918733,119
239,0.05531483552295185,semantic,IT,dcrandom,ReLu2,0.21247004491019267,119
240,0.27210106067689455,perceptual,IT,dcrandom,ReLu2,0.8768297190088623,120
241,0.06276500704922455,semantic,IT,dcrandom,ReLu2,0.20225655628704448,120
242,0.313273007142125,perceptual,IT,dcrandom,ReLu2,0.9018279494339025,121
243,0.07048051413531575,semantic,IT,dcrandom,ReLu2,0.2028942682216557,121
244,0.2010909542006331,perceptual,IT,dcrandom,ReLu2,0.6805428787070018,122
245,0.05067522492943138,semantic,IT,dcrandom,ReLu2,0.1714978358409494,122
246,0.30376599104200647,perceptual,IT,dcrandom,ReLu2,0.870317399519838,123
247,0.07354731978418148,semantic,IT,dcrandom,ReLu2,0.2107198105905515,123
248,0.17976786814298348,perceptual,IT,dcrandom,ReLu2,0.6680852767622156,124
249,0.062008046382364124,semantic,IT,dcrandom,ReLu2,0.23044531404186294,124
250,0.260590022941378,perceptual,IT,dcrandom,ReLu2,0.8550852139493053,125
251,0.05445789755903862,semantic,IT,dcrandom,ReLu2,0.17869503390763103,125
252,0.16371081507193289,perceptual,IT,dcrandom,ReLu2,0.507230513975123,126
253,0.0691727909206523,semantic,IT,dcrandom,ReLu2,0.2143202956772252,126
254,0.28952987000783803,perceptual,IT,dcrandom,ReLu2,1.010689885218397,127
255,0.06595154259291022,semantic,IT,dcrandom,ReLu2,0.23022342051063732,127
256,0.3665310247706635,perceptual,IT,dcrandom,ReLu2,1.1118950305244828,128
257,0.07480562143850254,semantic,IT,dcrandom,ReLu2,0.22692758078203465,128
258,0.2916803565522382,perceptual,IT,dcrandom,ReLu2,0.8437650277516068,129
259,0.063445901969328,semantic,IT,dcrandom,ReLu2,0.18353458514882284,129
260,0.22129932945708577,perceptual,IT,dcrandom,ReLu2,0.8452369810487321,130
261,0.05641055149352383,semantic,IT,dcrandom,ReLu2,0.2154560719214753,130
262,0.17960724403581796,perceptual,IT,dcrandom,ReLu2,0.6235080927616727,131
263,0.06392566998289838,semantic,IT,dcrandom,ReLu2,0.2219185132733311,131
264,0.1777754315596037,perceptual,IT,dcrandom,ReLu2,0.5697408625507795,132
265,0.055827786537940474,semantic,IT,dcrandom,ReLu2,0.17891882459451533,132
266,0.20944875436182772,perceptual,IT,dcrandom,ReLu2,0.7149732111583392,133
267,0.05991263263968684,semantic,IT,dcrandom,ReLu2,0.20451746050180247,133
268,0.26915022976889535,perceptual,IT,dcrandom,ReLu2,1.0856745403336638,134
269,0.06561842318430797,semantic,IT,dcrandom,ReLu2,0.26468582801959156,134
270,0.25909594688349086,perceptual,IT,dcrandom,ReLu2,1.1674987280252564,135
271,0.05388783789560758,semantic,IT,dcrandom,ReLu2,0.24282117476520754,135
272,0.2463155840860736,perceptual,IT,dcrandom,ReLu2,1.0157145014324145,136
273,0.05390657698517781,semantic,IT,dcrandom,ReLu2,0.222290815132893,136
274,0.21941283329051536,perceptual,IT,dcrandom,ReLu2,0.8732930772356337,137
275,0.060864378025729866,semantic,IT,dcrandom,ReLu2,0.24224854664606418,137
276,0.24850032796699645,perceptual,IT,dcrandom,ReLu2,0.815033517316304,138
277,0.07738304619292422,semantic,IT,dcrandom,ReLu2,0.25380158181378903,138
278,0.24391459932597948,perceptual,IT,dcrandom,ReLu2,0.9845223874013479,139
279,0.06231300888598873,semantic,IT,dcrandom,ReLu2,0.2515165244069946,139
280,0.23828240442349266,perceptual,IT,dcrandom,ReLu2,0.6822213178173397,140
281,0.060957934389686816,semantic,IT,dcrandom,ReLu2,0.1745273740684772,140
282,0.2487689496930076,perceptual,IT,dcrandom,ReLu2,0.6561010937870178,141
283,0.05809567916623642,semantic,IT,dcrandom,ReLu2,0.15322104584316118,141
284,0.2565966752430206,perceptual,IT,dcrandom,ReLu2,0.9007303025368325,142
285,0.059821513178375064,semantic,IT,dcrandom,ReLu2,0.2099912230442452,142
286,0.04931484853431081,perceptual,IT,dcrandom,ReLu2,0.1348471541907872,143
287,0.07051125517068167,semantic,IT,dcrandom,ReLu2,0.19280688029633694,143
288,0.21268750505497738,perceptual,IT,dcrandom,ReLu2,0.8103017167699633,144
289,0.06800199221044899,semantic,IT,dcrandom,ReLu2,0.25907554380150916,144
290,0.21643083910429795,perceptual,IT,dcrandom,ReLu2,0.7449610872325562,145
291,0.06722790502069137,semantic,IT,dcrandom,ReLu2,0.23140035599292152,145
292,0.3745249352787103,perceptual,IT,dcrandom,ReLu2,1.209227329269968,146
293,0.07021760688347291,semantic,IT,dcrandom,ReLu2,0.2267113381282442,146
294,0.20368576399404473,perceptual,IT,dcrandom,ReLu2,0.6963359496472856,147
295,0.062461304443957144,semantic,IT,dcrandom,ReLu2,0.2135350595609754,147
296,0.3086490064208223,perceptual,IT,dcrandom,ReLu2,1.229427916072026,148
297,0.05864944557945723,semantic,IT,dcrandom,ReLu2,0.23361573877617178,148
298,0.3158674637820666,perceptual,IT,dcrandom,ReLu2,0.8476378295673398,149
299,0.08593039127187697,semantic,IT,dcrandom,ReLu2,0.2305962427387605,149
300,0.168508622566097,perceptual,IT,dcrandom,ReLu2,0.5048899373734717,150
301,0.07201112703258285,semantic,IT,dcrandom,ReLu2,0.21576162017117356,150
302,0.31439642658463807,perceptual,IT,dcrandom,ReLu2,1.1294838603839104,151
303,0.06010423675109672,semantic,IT,dcrandom,ReLu2,0.21592728037187647,151
304,0.340214996758517,perceptual,IT,dcrandom,ReLu2,1.0486920381118574,152
305,0.059994974545270856,semantic,IT,dcrandom,ReLu2,0.18493086057874972,152
306,0.1037578123359408,perceptual,IT,dcrandom,ReLu2,0.28517189192830206,153
307,0.07464080587117759,semantic,IT,dcrandom,ReLu2,0.20514561117017435,153
308,0.2661041256024516,perceptual,IT,dcrandom,ReLu2,0.9744973858725852,154
309,0.058711513534306044,semantic,IT,dcrandom,ReLu2,0.21500687496021678,154
310,0.2914129347383578,perceptual,IT,dcrandom,ReLu2,1.1507429185142761,155
311,0.06690680100862638,semantic,IT,dcrandom,ReLu2,0.26420422116900066,155
312,0.32663508323919876,perceptual,IT,dcrandom,ReLu2,1.209390192094843,156
313,0.0796585104545867,semantic,IT,dcrandom,ReLu2,0.2949414383332241,156
314,0.13488285040507184,perceptual,IT,dcrandom,ReLu2,0.4301230968121443,157
315,0.05546966733796341,semantic,IT,dcrandom,ReLu2,0.1768852379890627,157
316,0.21898373647896102,perceptual,IT,dcrandom,ReLu2,0.6544389692458632,158
317,0.06167149234873074,semantic,IT,dcrandom,ReLu2,0.1843069651359023,158
318,0.30680685245209055,perceptual,IT,dcrandom,ReLu2,1.066805334190847,159
319,0.05627277871099102,semantic,IT,dcrandom,ReLu2,0.1956674044886291,159
320,0.2815565159967485,perceptual,IT,dcrandom,ReLu2,0.9846899683711514,160
321,0.06175032834518103,semantic,IT,dcrandom,ReLu2,0.2159599420026447,160
322,0.3296833330300211,perceptual,IT,dcrandom,ReLu2,1.2731775300113424,161
323,0.06825921569145196,semantic,IT,dcrandom,ReLu2,0.2636047713902497,161
324,0.27508398985285143,perceptual,IT,dcrandom,ReLu2,1.0016112934002677,162
325,0.06220438148528172,semantic,IT,dcrandom,ReLu2,0.2264930468253162,162
326,0.23802303669975317,perceptual,IT,dcrandom,ReLu2,0.9238754069878623,163
327,0.0645270756630239,semantic,IT,dcrandom,ReLu2,0.25045885943011587,163
328,0.2026838094747214,perceptual,IT,dcrandom,ReLu2,0.6934970429141875,164
329,0.05837940382631775,semantic,IT,dcrandom,ReLu2,0.19974927462419706,164
330,0.23676857480231078,perceptual,IT,dcrandom,ReLu2,0.9842429526082148,165
331,0.06400717745283935,semantic,IT,dcrandom,ReLu2,0.26607675185315893,165
332,0.2729403678698086,perceptual,IT,dcrandom,ReLu2,1.006651375736119,166
333,0.04726060799674564,semantic,IT,dcrandom,ReLu2,0.174305312289835,166
334,0.26584185625232265,perceptual,IT,dcrandom,ReLu2,0.985827158988243,167
335,0.061841265626533956,semantic,IT,dcrandom,ReLu2,0.2293273153456271,167
